BASE;PRODCOD;CODLINHA;LINHA;DEPOSITO;PRODUTOREF;UNIT;MATERIAL;DISPONIVEL;CUSTOMEDIO;VALOR_DISP;DTSNAPSHOT;SEMANA
SBOINNOVALAB;0596468;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;SILICAGEL AZUL (5-8)MM P..A;UN;Matéria-prima;1,0;73,54999999999998;73,54999999999998;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1017103;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;SODIUM DEOXYCHOLATE-S1827;UN;Matéria-prima;9,953;3961,731136;39431,10999660799;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1017104;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;POLOXAMER 407;UN;Matéria-prima;0,25;2572,8;643,2000000000002;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1017105;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;TETRABORATO DE SODIO 99%;UN;Matéria-prima;0,1;2400,0;240,0;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1017106;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;POLIVINILPIRROLIDONA K 90;UN;Matéria-prima;0,25;2336,16;584,04;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1017107;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;IMIDAZOLIDINIL UREIA;UN;Matéria-prima;0,1;16070,4;1607,04;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1017108;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;CLORETO DE CETILPIRIDINO CRISTALINO;UN;Matéria-prima;1,0;1499,16;1499,16;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1017109;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;CLORETO DE SODIO EMPROVE EXP;UN;Matéria-prima;1,0;51,7;51,7;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1017111;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;IODETO DE POTASSIO USP -;UN;Matéria-prima;2,04;785,642157;1602,71000028;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1017112;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;IODO METALOIDE - DCB:04983;UN;Matéria-prima;0,52;546,019231;283,93000012;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1017113;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;AC.HIALURONICO (PO SAL SODICO);UN;Matéria-prima;0,2;139,3;27,860000000000007;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1017114;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;ACIDO FUMARICO P.A;UN;Matéria-prima;1,0;92,92;92,92;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1017116;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;SILDENAFILA CITRATO;UN;Matéria-prima;0,4548;724,252419;329,39000016119996;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1017117;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;CLORETO DE POTASSIO USP;UN;Matéria-prima;20,8;12,323077;256,3200016;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1017118;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;COLAGENO LIQUIDO;UN;Matéria-prima;2,0;93,0;186,0;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1017119;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;DIMETILSULFOXIDO (DMSO);UN;Matéria-prima;2,0;50,85;101,7;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1017120;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;VITAMINA K2;UN;Matéria-prima;0,2;3840,0;768,0;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1017121;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;CAULIM /ARGILA BRANCA PO;UN;Matéria-prima;15,0;31,778;476,67;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1017122;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;PEG 4000;UN;Matéria-prima;5,0;47,002;235,01;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1152461;20;MED. HOSP E CORRELATOS;DP-01 - Matéria-prima;AGUA P/INJ 1000ML UN BP  (H) +AGUA;KG;Matéria-prima;266,20347;3,221821;857,6599299188699;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154757;-1;*** LINHA A SER DEFINIDA ***;01 - Depósito geral;PROPILENOGLICOL U.S.P;UN;Matéria-prima;5,202000000000001;25,086505;130,49999900999998;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154757;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;PROPILENOGLICOL U.S.P;UN;Matéria-prima;9,46;20,693446;195,75999916000004;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154757;-1;*** LINHA A SER DEFINIDA ***;LAB01 - Merc. própria - Loboratório Matriz;PROPILENOGLICOL U.S.P;UN;Matéria-prima;0,175;17,771429;3,110000075;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154758;-1;*** LINHA A SER DEFINIDA ***;01 - Depósito geral;NIPAGIN U.S.P;UN;Matéria-prima;0,307813;60,1664;18,5200000832;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154758;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;NIPAGIN U.S.P;UN;Matéria-prima;1,886;111,34676599999999;210,00000067599998;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154758;-1;*** LINHA A SER DEFINIDA ***;LAB01 - Merc. própria - Loboratório Matriz;NIPAGIN U.S.P;UN;Matéria-prima;0,00095;63,157895;0,06000000025000001;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154759;-1;*** LINHA A SER DEFINIDA ***;01 - Depósito geral;GLICERINA BIDESTILADA U.S.P;UN;Matéria-prima;0,056;16,607143;0,930000008;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154759;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;GLICERINA BIDESTILADA U.S.P;UN;Matéria-prima;71,93382;8,772368999999998;631,0300126195798;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154759;-1;*** LINHA A SER DEFINIDA ***;LAB01 - Merc. própria - Loboratório Matriz;GLICERINA BIDESTILADA U.S.P;UN;Matéria-prima;0,00155;19,354839;0,03000000045;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154761;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;LAURIL SULFATO DE SODIO -PÓ;UN;Matéria-prima;0,33;65,515152;21,62000016;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154761;-1;*** LINHA A SER DEFINIDA ***;LAB01 - Merc. própria - Loboratório Matriz;LAURIL SULFATO DE SODIO -PÓ;UN;Matéria-prima;29,373443;79,013209;2320,8899908085878;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154762;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;CARBOPOL 940;KG;Matéria-prima;6,018;77,146893;464,2700020740001;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154763;-1;*** LINHA A SER DEFINIDA ***;01 - Depósito geral;CAPSULA 0 BRANCO/BRANCO;UN;Matéria-prima;5000,0;0,01;50,0;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154763;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;CAPSULA 0 BRANCO/BRANCO;UN;Matéria-prima;500000,0;0,0083;4150,0;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154764;-1;*** LINHA A SER DEFINIDA ***;01 - Depósito geral;CAPSULA 00 BRANCO/BRANCO;UN;Matéria-prima;5000,0;0,02;100,0;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154765;-1;*** LINHA A SER DEFINIDA ***;01 - Depósito geral;LIDOCAINA HCL (PORT.PF 1274/2003);UN;Matéria-prima;0,25;302,88;75,72;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154765;-1;*** LINHA A SER DEFINIDA ***;LAB01 - Merc. própria - Loboratório Matriz;LIDOCAINA HCL (PORT.PF 1274/2003);UN;Matéria-prima;0,6075;0,0;0,0;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154766;-1;*** LINHA A SER DEFINIDA ***;01 - Depósito geral;CAPSULA 1 BRANCO/BRANCO;UN;Matéria-prima;5000,0;0,01;50,0;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154767;-1;*** LINHA A SER DEFINIDA ***;01 - Depósito geral;CAPSULA 2 BRANCO/BRANCO;UN;Matéria-prima;5000,0;0,01;50,0;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154767;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;CAPSULA 2 BRANCO/BRANCO;UN;Matéria-prima;300000,0;0,00913;2738,9999999999995;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154768;-1;*** LINHA A SER DEFINIDA ***;01 - Depósito geral;CAPSULA 3 BRANCO/BRANCO;UN;Matéria-prima;4280,0;0,012647;54,12916;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154769;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;CAPSULA 4 BRANCO/BRANCO;UN;Matéria-prima;43584,0;0,007704;335,771136;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154769;-1;*** LINHA A SER DEFINIDA ***;LAB01 - Merc. própria - Loboratório Matriz;CAPSULA 4 BRANCO/BRANCO;UN;Matéria-prima;456,0;0,013069999999999998;5,95992;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154770;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;EDTA DISSODICO  P.A;UN;Matéria-prima;0,983913;83,777732;82,429999625316;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154771;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;SULFATO DE MAGNESIO 7H2O USP;UN;Matéria-prima;10,0;11,32;113,2;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154772;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;CAPSULA 0 BRANCO/BRANCO GASTRORESISTENTE;UN;Matéria-prima;5000,0;0,08276999999999998;413,85;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154773;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;STRONTIUM RENELATE;KG;Matéria-prima;19,97;830,774161;16590,55999517;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154776;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;CLORETO DE POTASSIO EMPROVE EMPROVE®;UN;Matéria-prima;5,0;115,096;575,48;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154778;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;NIPAZOL U.S.P;UN;Matéria-prima;1,303075;359,127449;467,97000060567507;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154778;-1;*** LINHA A SER DEFINIDA ***;LAB01 - Merc. própria - Loboratório Matriz;NIPAZOL U.S.P;UN;Matéria-prima;0,0007;357,142857;0,2499999999;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154780;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;CERA AUTO EMUSIOLNANTE ANIONICA (LANETTE N);UN;Matéria-prima;12,43131;100,185741;1245,44000395071;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154781;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;BHT U.S.P;UN;Matéria-prima;2,857408;59,476981;169,950001325248;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154782;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;COLAGENO HIDROLISADO PO;UN;Matéria-prima;1,0;61,63;61,63;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154784;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;OLEO MINERAL ( VASELINA LIQUIDA) U.S.P;UN;Matéria-prima;3,14377;21,216565;66,70000055004999;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154788;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;FOSFATO DE SODIO MONOBASICO;UN;Matéria-prima;1,0;63,87;63,87;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154789;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;FOSFATO DE CALCIO TRIBASICO U.S.P;UN;Matéria-prima;0,943;62,62;59,05065999999999;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154790;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;CARVAO ATIVADO PO;UN;Matéria-prima;5,0;34,052;170,26;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154791;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;BICARBONATO DE SODIO U.S.P 100 %;UN;Matéria-prima;1,0;16,74;16,74;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154792;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;GOMA XANTANA 200 MESH;UN;Matéria-prima;1,0;82,15999999999998;82,15999999999998;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154795;-1;*** LINHA A SER DEFINIDA ***;LAB01 - Merc. própria - Loboratório Matriz;COLAGENO TIPO II;UN;Matéria-prima;0,9424;4066,98854;3832,730000096;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154800;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;BENZOCAINA;UN;Matéria-prima;1,0;531,64;531,64;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154897;1;ALIMENTO;DP-01 - Matéria-prima;ETER ETILICO P.A. -A.C.S. 100%;UN;Matéria-prima;1,5;56,533333;84,7999995;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154918;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;ACIDO LATICO;UN;Matéria-prima;1,0;31,13;31,13;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154919;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;VITAMINA E ACETATO;KG;Matéria-prima;0,982;291,6395110000001;286,38999980200003;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154920;-1;*** LINHA A SER DEFINIDA ***;DP-01 - Matéria-prima;PAPAINA;KG;Matéria-prima;8,538;190,092528;1623,010004064;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154920;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;PAPAINA;KG;Matéria-prima;7,0;278,33;1948,31;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154920;-1;*** LINHA A SER DEFINIDA ***;LAB01 - Merc. própria - Loboratório Matriz;PAPAINA;KG;Matéria-prima;24,628;205,826295;5069,08999326;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154922;-1;*** LINHA A SER DEFINIDA ***;LAB01 - Merc. própria - Loboratório Matriz;TRASNCUTOL P;UN;Matéria-prima;1,0;262,26;262,26;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154923;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;VIDRO WH AMBAR 100 ML PILFER S/TPA;UN;Embalagem;23,0;1,352609;31,110007;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154924;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;VIDRO WH AMBAR 60 ML PILFER S/TPA;UN;Embalagem;192,0;1,252188;240,420096;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154925;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;BATOQUE BH PARA VIDRO 60 A 500 ML;UN;Embalagem;170,0;0,403176;68,53992;2020-12-31 07:00:06.020;53
SBOINNOVALAB;1154926;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;TAMPA VT 24;UN;Embalagem;168,0;0,181131;30,430008;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0596471;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;SERINGA DE VIDRO BD 47203019-HYPAK SCF3ML RF PRTC7025/65 4IN;UN;Embalagem;1100,0;6,579864;7237,8503999999975;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0596472;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;ROLHA BD 47132119 HYPAK BSCF1-3ML H6213GR SI1000 WWD PPL;UN;Embalagem;4620,0;0,630773;2914,17126;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0596473;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;HASTE BD 47102127 HYPAK PR3ML PSTYR;UN;Embalagem;1100,0;0,521173;573,2903;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0596474;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;EXTENSOR DE FLANGE BD 47249706 BACKSTOP1-3ML PP BLUE;UN;Embalagem;5100,0;0,598869;3054,2319;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0596475;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;ETIQUETA GRADUADA PARA SERINGA;UN;Embalagem;26837,0;0,054957;1474,881009;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0596476;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;BERÇO VACUM FORMING PARA SERINGA;UN;Embalagem;22278,0;0,395623;8813,689194;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0596477;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;CARTELA BLISTER PARA BERÇO VACUM FORMING;UN;Embalagem;1631,0;0,231668;377,8505080000001;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0596478;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;FAIXA ANATOMICA QUEIXO INNOVA;UN;Embalagem;2877,0;9,134998;26281,389246;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0596480;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;CARTUCHO LUVA E GAVETA DESOXICOLATO -BOPP+HOT;UN;Embalagem;1846,0;6,595;12174,37;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0596481;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;CAIXA EXTERNA KIT ACIDO DESOXICOLICO C362xL140xA220;UN;Embalagem;82,0;0,93939;77,02997999999998;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0596483;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;TAMPA DE BORRACHA CINZA 20MM;UN;Embalagem;100,0;0,1043;10,43;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0596484;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;LACRE DE ALIMINIO SIMPLES OU RASGÁVEL 20MM;UN;Embalagem;100,0;0,0695;6,950000000000001;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0663595;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;CAIXA INNOVA KIT PRETA;UN;Embalagem;206,0;0,745;153,47;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0596486;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;SACHE PET PRATEADO 70X70MM;UN;Embalagem;7485,0;0,101902;762,73647;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0596500;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;ETIQUETA BOPP TRANSP HOLOGRAFICO ANTIVIOLAÇÃO 10X2CM;UN;Embalagem;50077,0;0,041789;2092,667753;2020-12-31 07:00:06.020;53
SBOINNOVALAB;9008020;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;ROTULO INNOVA FARMACIA DE MANIPULACAO 100X30;UN;Embalagem;22633,332495;0,062148;1406,6163478992598;2020-12-31 07:00:06.020;53
SBOINNOVALAB;9008039;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;VALVULA MS SPRAY 28 BAIXA;;Embalagem;100,0;0,9641;96,41;2020-12-31 07:00:06.020;53
SBOINNOVALAB;9008040;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;*+;;Embalagem;100,0;0,8270999999999998;82,70999999999998;2020-12-31 07:00:06.020;53
SBOINNOVALAB;9008046;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;BISNAGA BRANCA 110G SEM GRAVACAO;UN;Embalagem;461,0;1,134187;522,8602070000001;2020-12-31 07:00:06.020;53
SBOINNOVALAB;9008047;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;BISNAGA BRANCA 30G;UN;Embalagem;620,0;0,811581;503,18022;2020-12-31 07:00:06.020;53
SBOINNOVALAB;9021718;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;TUBO DE SERINGA DE VIDRO COM GRADUACAO SEM AGULHA TAM.3MLPARTE SERINGA DE VIDRO;UN;Embalagem;5000,0;7,437675999999999;37188,38;2020-12-31 07:00:06.020;53
SBOINNOVALAB;9021726;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;HASTE PLASTICA TAM.3ML (PARTE SERINGA DE VIDRO) - SHANDONG;UN;Embalagem;5000,0;2,24049;11202,45;2020-12-31 07:00:06.020;53
SBOINNOVALAB;9021734;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;EMBOLO DE BORRACHA TAM.3ML (PARTE SERINGA DE VIDRO) - SHANDONG;UN;Embalagem;5000,0;2,35116;11755,8;2020-12-31 07:00:06.020;53
SBOINNOVALAB;9021742;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;ANTIRETORNO TAM.3ML (PARTE SERINGA DE VIDRO) - SHANDONG;UN;Embalagem;5000,0;2,129926;10649,63;2020-12-31 07:00:06.020;53
SBOINNOVALAB;9030131;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;TP PEN 20MM CINZA;UN;Embalagem;1130,0;0,159354;180,07002;2020-12-31 07:00:06.020;53
SBOINNOVALAB;9030149;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;PEN BRANCO 50ML BC 20;UN;Embalagem;1130,0;0,877398;991,45974;2020-12-31 07:00:06.020;53
SBOINNOVALAB;9030156;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;LACRE DE ALUMINIO 20MM SIMPLES;UN;Embalagem;11130,0;0,106446;1184,74398;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0328904;1;ALIMENTO;LAB01 - Merc. própria - Loboratório Matriz;GEL DE PAPAINA 2% 100G;UN;Produtos acabados;43,0;2,164419;93,070017;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0338920;57;INNOVALAB;LAB01 - Merc. própria - Loboratório Matriz;SILDENAFIL 2MG/ML XAROPE 50ML;UN;Produtos acabados;1,0;2,04;2,04;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0338921;57;INNOVALAB;LAB01 - Merc. própria - Loboratório Matriz;CLORETO DE POTASSIO 20% SOL INJETAVEL 50ML;UN;Produtos acabados;1340,0;1,415261;1896,44974;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0338916;1;ALIMENTO;LAB01 - Merc. própria - Loboratório Matriz;CREME ANTI-INFLAMATORIO 30G;UN;Produtos acabados;726,0;2,023499;1469,0602740000004;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0338917;57;INNOVALAB;LAB01 - Merc. própria - Loboratório Matriz;ZINCO FITASE 8 CAPSULAS;UN;Produtos acabados;90,0;4,128667;371,58003;2020-12-31 07:00:06.020;53
SBOINNOVALAB;00338923;-1;*** LINHA A SER DEFINIDA ***;LAB01 - Merc. própria - Loboratório Matriz;RANELATO DE ESTRONCIO 2,0G;UN;Produtos acabados;3,0;1,856667;5,570001;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0328907;1;ALIMENTO;LAB01 - Merc. própria - Loboratório Matriz;GEL DE PAPAINA 2,0% 75G;UN;Produtos acabados;10,0;2,355;23,55;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0328908;1;ALIMENTO;LAB01 - Merc. própria - Loboratório Matriz;GEL DE PAPAINA 6,0% 75G;UN;Produtos acabados;20,0;2,9745;59,49;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0328909;1;ALIMENTO;LAB01 - Merc. própria - Loboratório Matriz;GEL DE PAPAINA 10,0% 75G;UN;Produtos acabados;30,0;3,629667;108,89001;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0328910;38;INNOVAPHARMA;LAB01 - Merc. própria - Loboratório Matriz;KIT DESOXICOLATO DE SODIO;UN;Produtos acabados;2840,0;45,561771;129395,42964000002;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0328911;-1;*** LINHA A SER DEFINIDA ***;LAB01 - Merc. própria - Loboratório Matriz;GEL BASE DE CARBOPOL 1,0KG;KG;Produto Intermediário;70,612;2,32765;164,3600218;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0328912;-1;*** LINHA A SER DEFINIDA ***;LAB01 - Merc. própria - Loboratório Matriz;CREME BASE 1,0KG;KG;Produto Intermediário;9,897760000000002;16,150119;159,85000183344;2020-12-31 07:00:06.020;53
SBOINNOVALAB;00338928;-1;*** LINHA A SER DEFINIDA ***;LAB01 - Merc. própria - Loboratório Matriz;EXCIPIENTE PARA VITAMINA D3 CAPSULAS;KG;Produto Intermediário;0,43;34,906977;15,010000109999998;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0338922;57;INNOVALAB;LAB01 - Merc. própria - Loboratório Matriz;EXCIPIENTE 1,0KG;KG;Produto Intermediário;8,914441;4,597035;40,979997282435;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0596469;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;VIDRO INCOLOR 50ML BOCAL 20ML PENICILINA;UN;Material de Uso e Consumo;100,0;0,8258;82,58;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0596450;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;COPO BECKEREM PP 2000ML;UN;Material de Uso e Consumo;2,0;22,4;44,8;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0596485;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;ALICATE RECRAVE PARA LACRE ALUMINIO 20MM;UN;Material de Uso e Consumo;1,0;695,4500000000002;695,4500000000002;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0596461;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;COPO BECKEREM PP 50ML;UN;Material de Uso e Consumo;5,0;4,57;22,85;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0596462;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;COPO BECKEREM VIDRO 1000ML;UN;Material de Uso e Consumo;2,0;25,42;50,84;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0596463;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;COPO BECKEREM VIDRO 2000ML;UN;Material de Uso e Consumo;2,0;39,92;79,84;2020-12-31 07:00:06.020;53
SBOINNOVALAB;0596464;-1;*** LINHA A SER DEFINIDA ***;DP-04 - Embalagem;COPO BECKEREM VIDRO 50ML;UN;Material de Uso e Consumo;5,0;6,47;32,35;2020-12-31 07:00:06.020;53
